ISO3,year,country,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,redist_after,redist,abs_red,abs_red_se,rel_red,rel_red_se,region,light_gini_lpp,sol,sol_gt10,light_gini_lpp_gt10,income_cat
NOR,2005,Norway,26.2,0.8,45.1,1,1975,TRUE,18.9,1.3,41.9,1.6,Europe,55.0954881443109,2234971,31579.4212128845,46.9455253114283,High Income
NOR,2010,Norway,24.6,0.8,41.9,1.2,1975,TRUE,17.3,1.4,41.3,1.8,Europe,51.1059010570965,4661274,64923.2966920103,43.9085639664236,High Income
NOR,2015,Norway,24.9,1.3,42.4,1.8,1975,TRUE,17.5,2.2,41.3,2.8,Europe,76.8009767763632,1306852.07475992,17900.8508518293,67.4113248731878,High Income
NPL,1990,Nepal,43.6,2.7,44.8,2.9,,,,,,,Asia,44.7894527081868,46157.0275994465,5.25634636160478,44.7894527081868,Low Income
NPL,1995,Nepal,42.3,1.7,43.4,1.8,,,,,,,Asia,43.4471624735044,48724,7.24502222278166,43.4471624735044,Low Income
NPL,2000,Nepal,43.5,2.1,44.8,2.1,,,,,,,Asia,61.0301903694401,60557,237.648983941578,54.1970938457754,Low Income
NPL,2005,Nepal,43.6,1.9,44.7,1.9,,,,,,,Asia,47.9676907043169,62566,171.157804515844,45.685773687578,Low Income
NPL,2010,Nepal,40,1.9,41,1.9,,,,,,,Asia,44.3197934262308,87744,208.247588018396,41.2370398491105,Low Income
NZL,1990,New Zealand,30.6,0.7,43.5,2.3,1975,TRUE,12.9,2.4,29.7,3.3,Oceania,75.0821846329946,502435.406960213,1048.41957814805,70.9329864395187,High Income
NZL,1995,New Zealand,32.8,0.7,45.8,2.2,1975,TRUE,13,2.3,28.4,3.2,Oceania,73.5827178953783,364861,1543.07035444218,66.4659566330813,High Income
NZL,2000,New Zealand,32.8,1.1,46.6,2.3,1975,TRUE,13.8,2.5,29.6,3.4,Oceania,58.2810111764531,338121,4394.78971006011,55.1511500867409,High Income
NZL,2005,New Zealand,32.3,1.3,46.6,2.3,1975,TRUE,14.3,2.6,30.7,3.5,Oceania,56.0892664830797,317558,3975.65467307721,50.8888522002266,High Income
NZL,2010,New Zealand,32,1.2,46.6,2.1,1975,TRUE,14.6,2.4,31.3,3.2,Oceania,56.3635040524069,498827,7215.88152210665,52.3130548754034,High Income
NZL,2015,New Zealand,32.7,1.6,47,2.7,1975,TRUE,14.3,3.1,30.4,4.1,Oceania,83.5678059944037,204740.801438537,1393.33103030954,67.727007282526,High Income
PAK,1990,Pakistan,36.5,1.2,37.6,1.3,,,,,,,Asia,58.1520306835872,3848325.44526288,660.129270421975,57.7314945713303,Middle Income
PAK,1995,Pakistan,35.1,1.6,36.6,1.7,,,,,,,Asia,57.2653042623864,2743215,843.795111340812,56.9810397657863,Middle Income
PAK,2000,Pakistan,35.3,1.4,36.7,1.5,,,,,,,Asia,60.5985236174299,2639913,16418.0365549761,54.5900953931275,Middle Income
PAK,2005,Pakistan,36.6,1.2,37.7,1.3,,,,,,,Asia,62.3264011356379,2580506,15447.4977092025,56.6073095969991,Middle Income
PAK,2010,Pakistan,35.8,1.4,37.1,1.5,,,,,,,Asia,62.2838042405545,3895097,21306.7348859997,55.9015505877961,Middle Income
PAN,1990,Panama,49.7,1.3,53.6,2,1985,TRUE,3.9,2.4,7.3,3.1,Americas,64.8692481310844,94075.33796209,31.251806843997,64.8692481310844,Middle Income
PAN,1995,Panama,49.7,1.3,53.7,1.8,1985,TRUE,4,2.2,7.4,2.8,Americas,61.5746006770213,86346,71.6274729944465,58.5742494174385,Middle Income
PAN,2000,Panama,49.6,1.2,53.6,1.6,1985,TRUE,4,2,7.5,2.6,Americas,50.27202824674,94735,1525.29908709827,45.8360978182327,Middle Income
PAN,2005,Panama,48.4,1,52.4,1.3,1985,TRUE,4,1.6,7.6,2.1,Americas,48.0312235973004,97593,1489.24428955324,42.2417535140056,Middle Income
PAN,2010,Panama,47,0.7,51.2,0.6,1985,TRUE,4.2,0.9,8.2,1.1,Americas,48.6220991378226,177259,3026.47402386128,41.4631932566686,Middle Income
PAN,2015,Panama,45.8,1.1,50.4,1.5,1985,TRUE,4.6,1.9,9.1,2.4,Americas,63.3469414400281,101569.745239615,976.870234401891,62.641893137781,Middle Income
PER,1990,Peru,54,2,55.8,2.9,1985,TRUE,1.8,3.5,3.2,4.5,Americas,93.7594529751291,557644.032284503,406.450952105832,80.4457356676974,Middle Income
PER,1995,Peru,53.8,1.4,55.9,2.1,1985,TRUE,2.1,2.5,3.8,3.3,Americas,90.7954207883734,425728,1084.22013516748,79.854791019909,Middle Income
PER,2000,Peru,52.8,0.9,55.4,1.5,1985,TRUE,2.6,1.7,4.7,2.3,Americas,69.5827369891237,423851,6071.99355714205,53.0129764954223,Middle Income
PER,2005,Peru,51.5,0.7,53.8,1,1985,TRUE,2.3,1.2,4.3,1.6,Americas,69.7993678209487,450465,6857.81286074566,54.7108215734049,Middle Income
PER,2010,Peru,47.7,0.6,50.5,0.7,1985,TRUE,2.8,0.9,5.5,1.1,Americas,70.6065424450683,830890,13664.5821517474,53.047629326588,Middle Income
PER,2015,Peru,45.5,1,48.3,1.3,1985,TRUE,2.8,1.6,5.8,2.1,Americas,88.8986511826818,488600.665299919,5775.56788073118,80.195346165581,Middle Income
PHL,1990,Philippines,47.3,1.8,48.6,1.8,,,,,,,Asia,69.9102267124183,556422.373268733,32.9198141975034,63.7688171979678,Middle Income
PHL,1995,Philippines,48.6,1.9,49.9,1.9,,,,,,,Asia,67.8351489992736,388566,67.6625664105728,61.450544560187,Middle Income
PHL,2000,Philippines,47.9,1.6,49,1.6,,,,,,,Asia,70.3715967851335,399240,1545.17341452364,61.0489810779484,Middle Income
PHL,2005,Philippines,46.7,1.7,47.6,1.7,,,,,,,Asia,67.0569025796953,376504,1263.35416540507,61.9467255576261,Middle Income
PHL,2010,Philippines,46.4,1.6,47.4,1.6,,,,,,,Asia,66.3043741424481,824902,4037.46485369974,60.6004895693302,Middle Income
PHL,2015,Philippines,46.1,2.1,47.2,2.2,,,,,,,Asia,82.6459739247795,284725.369695066,457.350546525321,72.762407000519,Middle Income
PNG,2000,Papua New Guinea,55.7,2.7,57.4,2.8,,,,,,,Oceania,61.2207690071632,47522,1838.1703615361,61.5395203548219,Middle Income
PNG,2005,Papua New Guinea,54.3,2.5,56,2.5,,,,,,,Oceania,74.0041805117103,51755,1987.37175053078,63.0322305191501,Middle Income
POL,1990,Poland,26.6,0.7,41.6,1.1,1993,FALSE,,,,,Europe,36.6802829381803,3286348.92105482,1702.63569430924,36.4092902879077,High Income
POL,1995,Poland,31.8,0.6,51.3,1,1993,TRUE,19.5,1.2,38,1.6,Europe,33.2032121055232,4051550,3461.96827513354,32.6767754076586,High Income
POL,2000,Poland,30.5,0.8,50.2,1.1,1993,TRUE,19.7,1.4,39.2,1.8,Europe,35.93002977266,3844848,85096.2951605819,32.8696498988922,High Income
POL,2005,Poland,32.3,0.7,52.3,1,1993,TRUE,20,1.2,38.2,1.6,Europe,33.8911866716523,4837224,109700.986223481,31.2969951048146,High Income
POL,2010,Poland,31.5,0.4,49.1,0.5,1993,TRUE,17.6,0.6,35.8,0.8,Europe,32.0927621534303,11026339,298264.26978977,29.5573432636125,High Income
POL,2015,Poland,31.6,1.1,49.7,1.6,1993,TRUE,18.1,1.9,36.4,2.5,Europe,58.9198126516591,2191342.00361639,23076.8885373068,58.3445814928186,High Income
PRI,1990,Puerto Rico,49.9,2.8,53.9,3.2,,,,,,,Americas,49.3574908894197,950712.507842972,62.5143429615067,45.1880680154421,High Income
PRI,1995,Puerto Rico,50.6,3,54.6,3.2,,,,,,,Americas,49.0362260096215,359048,74.3533678589697,45.4829192435515,High Income
PRI,2000,Puerto Rico,51.3,2.5,55.3,3,,,,,,,Americas,78.3713527678186,330742,2802.116054326,56.5882643439303,High Income
PRI,2005,Puerto Rico,51.6,2,55.7,2.5,,,,,,,Americas,78.1399708328241,293675,2362.98098304254,55.5943772679128,High Income
PRI,2010,Puerto Rico,51.7,1.6,56.1,2.1,,,,,,,Americas,77.3252089005517,388108,3425.85933472512,54.9035987440521,High Income
PRI,2015,Puerto Rico,52.3,2,56.5,2.6,,,,,,,Americas,77.7750766845343,212618.605554119,778.163751387455,49.5982749711646,High Income
PRT,1990,Portugal,34.3,2.5,51.9,3.8,1975,TRUE,17.6,4.5,33.9,5.9,Europe,48.9336786897623,1247263.69277225,557.646291585036,47.7987554969754,High Income
PRT,1995,Portugal,34,1.8,52.4,3.4,1975,TRUE,18.4,3.8,35.1,5.1,Europe,47.8829868056978,1003169,1043.78992012971,46.8660494606793,High Income
PRT,2000,Portugal,34.2,1.7,52.7,3.1,1975,TRUE,18.5,3.5,35.1,4.7,Europe,72.5641106193552,1016855,10520.4165588377,58.7258243762564,High Income
PRT,2005,Portugal,35.4,1.3,52.9,2.6,1975,TRUE,17.5,2.9,33.1,3.9,Europe,71.0475496108786,1324117,13840.1718481195,57.8581052525661,High Income
PRT,2010,Portugal,34.8,1.3,52.3,2.4,1975,TRUE,17.5,2.7,33.5,3.6,Europe,69.9713734142403,2060523,21978.3450619864,55.7411299341074,High Income
PRT,2015,Portugal,34.8,2,52.2,3.1,1975,TRUE,17.4,3.7,33.3,4.8,Europe,68.8730932690555,1222188.18388173,8832.95979270901,48.4787002055096,High Income
PRY,1990,Paraguay,42.3,1.5,44.6,2.3,1985,TRUE,2.3,2.7,5.2,3.5,Americas,84.6862486949002,143785.217427024,292.564524176699,84.2100617035184,Middle Income
PRY,1995,Paraguay,47.1,1.1,48.3,1.7,1985,TRUE,1.2,2,2.5,2.6,Americas,76.806612907086,183826,556.777254802175,76.0239950156674,Middle Income
PRY,2000,Paraguay,48.1,1.2,49.1,1.7,1985,TRUE,1,2.1,2,2.7,Americas,65.6066438823354,186184,2961.70591264435,49.9480745542768,Middle Income
PRY,2005,Paraguay,46.9,1.1,47.9,1.5,1985,TRUE,1,1.9,2.1,2.4,Americas,65.3136181684505,169382,2686.06423115101,51.8231739005269,Middle Income
PRY,2010,Paraguay,46,0.8,46.9,0.9,1985,TRUE,0.899999999999999,1.2,1.9,1.5,Americas,61.6391996195767,351261,7112.99422539612,47.8298105042206,Middle Income
PRY,2015,Paraguay,44.9,1.1,46.1,1.4,1985,TRUE,1.2,1.8,2.6,2.3,Americas,75.9464519481882,335341.906034578,4960.18104441066,68.68632631368,Middle Income
PSE,2000,Palestine,40,1.9,41.2,2,,,,,,,Asia,48.1488806094079,156085,508.582461985747,45.4660108600091,
PSE,2005,Palestine,40.4,1.3,41.6,1.3,,,,,,,Asia,46.8108395540153,169971,500.129213990834,45.634256431679,
PSE,2010,Palestine,40.5,1.5,41.6,1.6,,,,,,,Asia,41.3756415974949,253087,692.456652269413,39.1842403733359,
QAT,1990,Qatar,42.9,2.9,44,3,,,,,,,Asia,75.4279997584897,599088.397726351,2010.60245646815,62.2398118389912,High Income
QAT,1995,Qatar,43.1,3.1,44.4,3.3,,,,,,,Asia,75.8210827739962,164733,1526.57745284282,59.7178683121054,High Income
QAT,2000,Qatar,43.4,3.1,44.6,3.4,,,,,,,Asia,52.2364498854131,180950,1235.31943888786,51.765450059808,High Income
QAT,2005,Qatar,43.6,2.7,44.9,2.9,,,,,,,Asia,53.1203443018859,175286,3476.79462359899,58.9412458192216,High Income
QAT,2010,Qatar,42.9,2.6,44.2,2.7,,,,,,,Asia,67.1923150033411,330171,4780.29158367907,59.8481101389809,High Income
ROU,1990,Romania,22.5,1.1,32.2,1.7,1993,FALSE,,,,,Europe,42.6177879877593,584540.079039167,293.481386367793,42.6177879877593,Middle Income
ROU,1995,Romania,27.6,0.4,37.4,0.4,1993,TRUE,9.8,0.6,26.2,0.7,Europe,36.0608211523076,1116536,942.4773370655,36.0608211523076,Middle Income
ROU,2000,Romania,29.6,1,39.4,1.5,1993,TRUE,9.8,1.8,24.9,2.3,Europe,40.0442909837032,1353478,30252.5383836719,32.5300743198584,Middle Income
ROU,2005,Romania,31.8,1.2,42.1,1.9,1993,TRUE,10.3,2.2,24.5,2.9,Europe,50.6892126647077,1231233,26084.3900661648,34.6336195975493,Middle Income
ROU,2010,Romania,31.8,1.2,42.4,2.1,1993,TRUE,10.6,2.4,25,3.2,Europe,38.5865838202571,2242722,53535.2137007842,33.5250011726374,Middle Income
ROU,2015,Romania,32.3,1.6,42.8,2.7,1993,TRUE,10.5,3.1,24.5,4.1,Europe,53.8948888773395,652971.126453638,7779.61716617842,51.5880129292199,Middle Income
RUS,1990,Russia,35.9,1.1,41.5,1.9,1993,FALSE,,,,,Europe,85.7731534678572,53558769.0404393,255743.922794359,68.9681930055681,High Income
RUS,1995,Russia,42.9,0.8,48.9,1.5,1993,TRUE,6,1.7,12.3,2.3,Europe,86.7684207055547,28019786,248486.241970147,69.0774513393109,High Income
RUS,2000,Russia,42.7,0.9,50.3,1.1,1993,TRUE,7.59999999999999,1.4,15.1,1.8,Europe,68.9955114427409,25901675,371610.945769745,43.6385656273276,High Income
RUS,2005,Russia,42,1.2,49,1.7,1993,TRUE,7,2.1,14.3,2.7,Europe,72.060314280213,25093236,285240.315967534,45.9075095827303,High Income
RUS,2010,Russia,41.7,1.1,48.8,1.8,1993,TRUE,7.09999999999999,2.1,14.5,2.8,Europe,62.9317915934341,43036862,596584.527998895,44.7185279687731,High Income
RUS,2015,Russia,42.1,1.6,49.2,2.4,1993,TRUE,7.1,2.9,14.4,3.8,Europe,88.8028452558481,22321931.4586324,189970.312502457,74.4108292847955,High Income
RWA,1990,Rwanda,34.9,2.6,41,3.1,,,,,,,Africa,54.5100150201445,8442.89684643585,0.669136364347261,54.5100150201445,Low Income
RWA,1995,Rwanda,39.1,2.6,45.4,2.9,,,,,,,Africa,43.9020990647407,5992,0.666741824674497,43.9020990647407,Low Income
RWA,2000,Rwanda,43.3,1.8,49.8,2.1,,,,,,,Africa,53.9658765823877,6217,7.02105338736492,41.5157156225057,Low Income
RWA,2005,Rwanda,45.8,1.4,52.7,1.7,,,,,,,Africa,63.1301632904418,4865,3.86146701305379,42.5372890235185,Low Income
RWA,2010,Rwanda,46.2,1.8,53.1,2,,,,,,,Africa,55.3546888899832,14904,14.0425615725078,35.1961181425687,Low Income
SDN,1990,Sudan,36.6,4.4,40.7,4.6,,,,,,,Africa,81.6538853454345,313341.641100992,486.44915268927,80.8498603791192,Middle Income
SDN,1995,Sudan,35.7,4,40,4.5,,,,,,,Africa,82.0363182217111,155766,480.286386061392,79.6774561265417,Middle Income
SDN,2000,Sudan,34.7,3.8,39.3,4.1,,,,,,,Africa,74.009894128574,165154,2151.8087289942,62.8493481298028,Middle Income
SDN,2005,Sudan,33.7,3.2,38.6,3.6,,,,,,,Africa,74.6161915349636,211436,2695.65999565844,62.0586885068653,Middle Income
SEN,1995,Senegal,38.1,2,43.6,2.4,,,,,,,Africa,63.5352262498661,36406,18.2412652164419,63.5352262498661,Middle Income
SEN,2000,Senegal,37.1,2,42.7,2.4,,,,,,,Africa,64.7068547561806,36920,356.985088210274,58.0582114043968,Middle Income
SEN,2005,Senegal,35.9,1.9,41.5,2.2,,,,,,,Africa,63.398650732472,45880,431.867823472391,58.9869385567605,Middle Income
SEN,2010,Senegal,35.3,2.2,41,2.7,,,,,,,Africa,67.4676296851821,86684,810.069689072367,57.2150687202648,Middle Income
SGP,1990,Singapore,38.1,2.4,41.5,2.8,1985,TRUE,3.4,3.7,8.2,4.6,Asia,92.7396783111213,519291.150919936,12.0846349670669,92.7396783111213,High Income
SGP,1995,Singapore,39.4,2.6,42.9,2.8,1985,TRUE,3.5,3.8,8.2,4.7,Asia,92.6683969123819,40183,10.2761106130071,92.6683969123819,High Income
SGP,2000,Singapore,39.7,1.9,43.4,2.2,1985,TRUE,3.7,2.9,8.5,3.6,Asia,92.7345546602684,39976,34.7280139934053,87.0057152417366,High Income
SGP,2005,Singapore,40,1.7,43.8,2,1985,TRUE,3.8,2.6,8.7,3.3,Asia,95.8928626425047,39667,29.5513675248596,86.6530018092766,High Income
SGP,2010,Singapore,40.2,1.7,44.1,2,1985,TRUE,3.9,2.6,8.8,3.3,Asia,95.8199992882451,40647,31.3845357153182,88.5008942304075,High Income
SGP,2015,Singapore,39.7,1.9,43.6,2.2,1985,TRUE,3.9,2.9,8.9,3.6,Asia,95.3471363711675,134376.982679606,98.4989176722338,88.2131192853995,High Income
SLB,2005,Solomon Islands,49.1,2.3,50.4,2.4,,,,,,,Oceania,69.7592245200154,425,5.33594092040269,60.6208334576937,Middle Income
SLB,2010,Solomon Islands,47.1,2.5,48.4,2.7,,,,,,,Oceania,69.0621462004095,1703,25.505607515113,52.6595349196502,Middle Income
SLE,1990,Sierra Leone,45.6,3.1,50.7,3.5,,,,,,,Africa,62.0247457882241,2394.29801707705,1.0610266095373,62.0247457882241,Low Income
SLE,1995,Sierra Leone,42.7,3,48.2,3.4,,,,,,,Africa,47.4570974114105,3092,0.554371215264948,47.4570974114105,Low Income
SLE,2000,Sierra Leone,39.8,2.6,45.5,2.9,,,,,,,Africa,77.8214249072499,1515,4.77176289275808,70.3956026439436,Low Income
SLE,2005,Sierra Leone,37.2,2,43,2.4,,,,,,,Africa,69.8353437119729,2840,7.19379848961379,65.1357499507074,Low Income
SLE,2010,Sierra Leone,34.3,2.2,40.3,2.6,,,,,,,Africa,68.7680816457791,6178,33.9847641831457,65.3834578625513,Low Income
SLV,1995,El Salvador,47.1,1.6,48.4,2.2,1985,TRUE,1.3,2.7,2.7,3.5,Americas,36.6139296385196,106236,18.2279462783799,36.6139296385196,Middle Income
SLV,2000,El Salvador,47.1,1,48.4,1.6,1985,TRUE,1.3,1.9,2.7,2.5,Americas,39.1924351711968,124147,592.131575130453,36.1061287371528,Middle Income
SLV,2005,El Salvador,43.5,1,45,1.5,1985,TRUE,1.5,1.8,3.3,2.3,Americas,39.1191005997591,110949,518.970384898684,35.7704382865753,Middle Income
SLV,2010,El Salvador,40.8,1,42.2,1.4,1985,TRUE,1.40000000000001,1.7,3.3,2.2,Americas,38.712752732449,192330,1004.71485641434,35.2412428978665,Middle Income
SLV,2015,El Salvador,38.4,1.1,40,1.6,1985,TRUE,1.6,1.9,4,2.5,Americas,57.3257895596934,50054.3578127921,159.637531920315,56.9886844997444,Middle Income
SRB,2005,Serbia,35,1,50.8,1.5,1993,TRUE,15.8,1.8,31.1,2.3,Europe,48.9315904810787,763775,16273.4143467014,41.1223922422671,Middle Income
SRB,2010,Serbia,33.4,0.7,52.5,1.2,1993,TRUE,19.1,1.4,36.4,1.8,Europe,50.4751337375035,1257248,29327.0067287538,42.2924752959013,Middle Income
SRB,2015,Serbia,34,1.6,53.9,2.1,1993,TRUE,19.9,2.6,36.9,3.3,Europe,66.9144165577113,533559.681653887,7865.26994680221,63.5593539731563,Middle Income
STP,2000,Sao Tome and Principe,28.5,2.2,32.7,2.6,,,,,,,Africa,56.9855288642805,1435,13.9533340281259,49.4772360390456,Middle Income
STP,2005,Sao Tome and Principe,27.9,2.6,32.3,2.8,,,,,,,Africa,59.0898701944306,1528,17.8753074958288,50.386271599186,Middle Income
STP,2010,Sao Tome and Principe,27.4,2.2,31.8,2.7,,,,,,,Africa,58.0258372670725,2887,24.7720105267744,47.8649484009303,Middle Income
SUR,2000,Suriname,54.4,3.1,57.9,3.3,,,,,,,Americas,62.9738902250256,21567,295.393275158337,62.1246185328423,Middle Income
SUR,2005,Suriname,54.6,3.3,57.7,3.7,,,,,,,Americas,62.6249683047659,22437,248.324671473825,60.9528478867615,Middle Income
SVK,1990,Slovakia,18.5,0.9,37.8,1.4,1993,FALSE,,,,,Europe,45.4629788389442,819561.852314639,735.776256141529,45.4629788389442,High Income
SVK,1995,Slovakia,22.7,0.9,41.9,1.2,1993,TRUE,19.2,1.5,45.8,1.9,Europe,40.1853421175332,845104,878.706102655296,40.1853421175332,High Income
SVK,2000,Slovakia,25.6,1.1,43.9,1.6,1993,TRUE,18.3,1.9,41.7,2.5,Europe,44.7846021176235,720903,15306.2129117708,33.9472498735828,High Income
SVK,2005,Slovakia,26.5,0.7,44.2,1,1993,TRUE,17.7,1.2,40,1.6,Europe,41.1368340691283,551281,10011.2260926567,34.5243536088849,High Income
SVK,2010,Slovakia,25.9,0.6,42.6,0.8,1993,TRUE,16.7,1,39.2,1.3,Europe,41.9817117482979,898869,16937.7918640183,34.2223594705862,High Income
SVK,2015,Slovakia,25.5,1.2,41.8,1.6,1993,TRUE,16.3,2,39,2.6,Europe,55.9849966267954,199280.928051829,1611.44923248169,53.7670198442488,High Income
SVN,1990,Slovenia,22.1,1.2,36.6,2,1993,FALSE,,,,,Europe,43.5063531458987,150302.940399443,104.351525654174,43.5063531458987,High Income
SVN,1995,Slovenia,23,0.9,37.3,1.5,1993,TRUE,14.3,1.7,38.3,2.3,Europe,41.0913823814689,236808,238.148018666691,40.8306765708447,High Income
SVN,2000,Slovenia,23,0.8,37.5,1.2,1993,TRUE,14.5,1.4,38.7,1.8,Europe,48.9466593947869,257838,5605.0581380125,37.6484731845557,High Income
SVN,2005,Slovenia,23.6,0.6,39.7,1,1993,TRUE,16.1,1.2,40.6,1.6,Europe,46.9277878947951,261031,5387.8779190664,36.2337347145653,High Income
SVN,2010,Slovenia,25.1,0.6,41.7,0.8,1993,TRUE,16.6,1,39.8,1.3,Europe,48.6582312687057,457499,10381.3676866778,36.2064810635303,High Income
SVN,2015,Slovenia,25.7,1.1,43.1,1.7,1993,TRUE,17.4,2,40.4,2.6,Europe,56.9237532703448,82416.4779834598,747.070338189103,51.8542985945834,High Income
SWE,1990,Sweden,22.4,0.7,44.2,1.1,1975,TRUE,21.8,1.3,49.3,1.7,Europe,77.9709296311892,6827149.38814236,39045.5904226306,73.6995155226157,High Income
SWE,1995,Sweden,22.5,0.4,48.6,0.7,1975,TRUE,26.1,0.8,53.7,1.1,Europe,77.0580466811551,5421142,57276.0857226848,71.8181121589643,High Income
SWE,2000,Sweden,24.8,0.5,47.1,0.6,1975,TRUE,22.3,0.8,47.3,1,Europe,54.435489279875,3043503,52566.9702394917,43.0607504798853,High Income
SWE,2005,Sweden,23.8,0.4,46.9,0.6,1975,TRUE,23.1,0.7,49.3,0.9,Europe,52.4351310538532,3256891,47570.8961566483,43.6642033611655,High Income
SWE,2010,Sweden,25.2,0.8,49.4,1.3,1975,TRUE,24.2,1.5,49,2,Europe,47.9451505204587,7195504,115019.654528227,40.8629821190803,High Income
SWE,2015,Sweden,25.9,1.2,50.1,1.9,1975,TRUE,24.2,2.2,48.3,2.9,Europe,73.5242359191144,1704396.53307892,19717.2778397688,69.4352069858627,High Income
SWZ,1990,Swaziland,56.6,2.9,51.7,3,,,,,,,Africa,35.2900712006443,19882.8947597992,22.6498116414554,35.2900712006443,Middle Income
SWZ,1995,Swaziland,60.4,2.8,53.4,2.8,,,,,,,Africa,37.4837411498332,26731,29.2724750560851,37.4837411498332,Middle Income
SWZ,2000,Swaziland,60.9,2.7,53.2,2.4,,,,,,,Africa,45.8105056508321,29686,644.265511028579,43.0435849930477,Middle Income
SWZ,2005,Swaziland,60.4,2.8,52.5,2.5,,,,,,,Africa,43.7895848723081,32572,635.115764546981,42.8739876388566,Middle Income
SYC,2010,Seychelles,39.5,3.1,44.8,3.8,,,,,,,Africa,70.2882783359142,5408,27.7528975297719,49.8925076765444,High Income
SYR,2000,Syria,39.2,2.1,40.2,2.2,,,,,,,Asia,69.2774778980312,893690,16840.9432561616,59.6467684455421,Middle Income
SYR,2005,Syria,40.5,1.8,41.5,1.9,,,,,,,Asia,68.4708100712988,916093,15262.5220231296,55.6461080820746,Middle Income
TCD,2005,Chad,37,2.1,42.4,2.6,,,,,,,Africa,50.9534787736383,11281,242.114920701601,50.519289597409,Low Income
TCD,2010,Chad,38.1,2.4,43.6,2.7,,,,,,,Africa,48.9422511078035,29634,820.065389114672,44.3706730738734,Low Income
TGO,2005,Togo,36.7,2.1,42.3,2.5,,,,,,,Africa,54.4581068038891,13599,59.401687021027,52.4910365877873,Low Income
TGO,2010,Togo,38.8,2,44.3,2.4,,,,,,,Africa,56.6356715681792,29146,161.578548448568,52.7202539235721,Low Income
TGO,2015,Togo,39,2.2,44.6,2.6,,,,,,,Africa,60.5524165183102,17563.0394786075,66.6590441569107,58.8177661226566,Low Income
THA,1990,Thailand,47.7,1.3,48.7,1.4,,,,,,,Asia,55.7391206713571,1840550.78950233,246.109926567448,51.9591206247203,Middle Income
THA,1995,Thailand,46.7,1.5,47.5,1.5,,,,,,,Asia,54.2575613846866,1407244,546.660818234846,50.5165226905917,Middle Income
THA,2000,Thailand,46.5,1.1,47.4,1.2,,,,,,,Asia,48.1734229352525,1437076,11986.0885419032,44.2274864977562,Middle Income
THA,2005,Thailand,45.5,1.3,46.5,1.3,,,,,,,Asia,48.3302265404952,1459765,11139.2083769701,44.3914305061656,Middle Income
THA,2010,Thailand,44,1.2,45,1.2,,,,,,,Asia,45.785283570938,3553770,37256.1817067509,41.7227644326109,Middle Income
TJK,1990,Tajikistan,35,2.8,36.9,2.8,,,,,,,Asia,45.7352210008314,204519.878836429,133.91884898966,43.8608777608136,Middle Income
TJK,1995,Tajikistan,38.1,2.8,37.7,2.7,,,,,,,Asia,48.7778604788479,211155,161.087399288039,45.1407607098434,Middle Income
TJK,2000,Tajikistan,41.3,2.3,38.3,2.3,,,,,,,Asia,46.9780889584324,126458,1953.26981314428,44.1746124608785,Middle Income
TJK,2005,Tajikistan,43.4,2.3,37.7,2.2,,,,,,,Asia,46.4287285504343,151066,2186.57551696359,43.2751468816682,Middle Income
TJK,2010,Tajikistan,43.2,2.4,36.8,2.2,,,,,,,Asia,50.7405393990331,153294,1823.2484571952,43.786685928745,Middle Income
TJK,2015,Tajikistan,43.5,2.7,36.8,2.6,,,,,,,Asia,62.569573116424,69481.5494832695,652.865504778568,60.3654240289214,Middle Income
TKM,1990,Turkmenistan,31.9,2.9,38.1,2.7,,,,,,,Asia,58.9589164168493,355986.246225388,2585.64037525454,53.0288614999823,Middle Income
TKM,1995,Turkmenistan,33.7,3.3,40.3,3,,,,,,,Asia,62.9254719610856,338326,2867.54151033429,56.6662809774263,Middle Income
TKM,2000,Turkmenistan,34.8,3.7,41.8,3.2,,,,,,,Asia,52.2460861129958,350631,55.3230076793113,66.5010012900302,Middle Income
TKM,2005,Turkmenistan,35.4,4.1,42.7,3.7,,,,,,,Asia,54.7513012970851,464964,106.574851355696,67.9286846459329,Middle Income
TLS,2005,Timor-Leste,38.3,2,39.2,2.1,,,,,,,Asia,58.1514254233385,2190,21.6877962255461,50.9340494053835,Middle Income
TON,1990,Tonga,37.4,2.2,41.2,2.3,,,,,,,Oceania,39.4915147047826,1337,0.580330619722624,39.4915147047826,Middle Income
TON,1995,Tonga,38.6,2.3,42.6,2.4,,,,,,,Oceania,79.936813101488,2682,2.03582762546485,59.691968514819,Middle Income
TON,2000,Tonga,40.2,1.8,43.8,1.9,,,,,,,Oceania,66.3956407443591,1640,20.006749066609,46.7988424535771,Middle Income
TON,2005,Tonga,41.8,1.9,45.9,2,,,,,,,Oceania,58.9067973960734,1745,22.3871370262409,48.6365912013262,Middle Income
TTO,1990,Trinidad and Tobago,41.5,2.4,43.9,3.1,,,,,,,Americas,67.5295312628204,128487.555063271,25.7401791959786,60.9630449718937,High Income
TTO,1995,Trinidad and Tobago,41.7,2.7,43.9,3.2,,,,,,,Americas,69.6661445614363,71296,27.8175552869055,61.8050100146511,High Income
TTO,2000,Trinidad and Tobago,41.8,2.9,43.8,3.5,,,,,,,Americas,48.9077108120073,65998,418.44631073671,44.7117701286829,High Income
TTO,2005,Trinidad and Tobago,41.7,2.6,43.7,3.6,,,,,,,Americas,48.4563937271642,71010,437.679922067181,45.1450800292129,High Income
